text,labels,target,source,dataset,nb_annotators
@USER @USER @USER Avec la demande d' #égalitéFH et de #parité (une demande #sexiste ) les papas ne peuvent plus jouer leur fonction de père paristribune.info/L-egalite-homm…,1,,Twitter,sexism,1
"Hey les amis de la #BienPensance #intégristes. En prenant sa douche, le #singledad a réalisé qu’il se lave depuis la naissance de ses enfants avec un savon #sexiste #sexisme #stéréotypes et qu’il s’en tape car déjà privilégié de pouvoir se laver tous les jours. Joyeux #noel LINK",1,,Twitter,sexism,1
Bonjour @USER ce serait pas un peu #sexiste votre promotion ? LINK,1,,Twitter,sexism,1
"Exit la princesse nunuche et la bimbo aventurière... quand le jeu vidéo s'éloigne (doucement) du cliché #sexiste @USER #Egalité
arte.tv/fr/videos/0802…",1,,Twitter,sexism,1
"Le hashtag à suivre ce matin : #confbadbuzz.
Celui de la conférence de présentation de l'étude annuelle de @USER et @USER sur les Bad Buzz.
1er enseignement : ""Le sexisme à l'origine de 23% des crises en 2017"".
#ereputation #badbuzz #gestiondecrise LINK",0,,Twitter,sexism,1
Via @USER Comment mettre hors jeu le sexisme dans le sport la-croix.com/Journal/Commen…,0,,Twitter,sexism,1
"#PARITE En ce début d'année 2018,dans tous les domaines, les femmes           
S'OR-GA-NI-SENT :-)) CHU : les femmes disent non  au sexisme et réclament la parité - ladepeche.fr ladepeche.fr/article/2018/0… via @USER",0,,Twitter,sexism,1
"Parmi les enseignements des années précédentes qui reviennent encore :
- Les fake news gangrènent la société ;
- Politique et marques ne font pas bon ménage ;
- Un manque de sensibilité des entreprises et des employés ;
- Le sexisme ;
- Les détails.

#ConfBadBuzz
@USER",0,,Twitter,sexism,1
Merci @USER pour son message @USER pour #EnsembleContreleSexisme #25janvier LINK,0,,Twitter,sexism,1
"Différentes formes de #sexisme: sexisme ordinaire, discrimination,  harcèlement, agression sexuelle,  viol @USER #EnsembleContreleSexisme @USER @USER @USER",0,,Twitter,sexism,1
"#EnsembleContreLeSexisme
@USER « nous devons soutenir @USER , si elle échoue, nous échouons toutes » #sororité",0,,Twitter,sexism,1
Nécessité de mettre en évidence égalité H/F dans l'intelligence grâce à l'exposé de F.Vidal journée du 25/1 #EnsembleContreleSexisme LINK,0,,Twitter,sexism,1
Si l'argent se trouvait au sommet des arbres les femme se mariraient aux singes #ironie,1,,Twitter,sexism,1
Journee de la femme mais cest trop cool ! #Ironie #OnSansTape,1,,Twitter,sexism,1
"- Une femme meurt en faisant du jogging.
Société : attention au jogging.
- Une femme meurt tuée par son mari.
Société : attention aux accidents.",1,,Twitter,sexism,1
"Quand tu relis les propos du patron de #JonathannDaval, le mec vient de tuer sa femme de sang froid, et derriere il arrive à plaisanter avec les gens, va à son travail normal.

leparisien.fr/faits-divers/g… LINK",1,,Twitter,sexism,1
"Je vous jure je lis encore une seule fois qu'une femme perd de la valeur en montrant son corps, j'ouvre une purge toute seule. Vous êtes des ignorantes",1,,Twitter,sexism,1
@USER @USER Ce qui n'est bien sûr pas le cas de @USER qui lui est contre #balancetonporc  quand son très cher ami DSK est visé,1,,Twitter,sexism,1
#moiaussi je dis : #etmaintenant ? plus.lapresse.ca/screens/b5d473…,0,,Twitter,sexism,1
"Magnifique lettre d'opinion signée par une survivante, sur l'après #Moiaussi :
""En octobre dernier, je l’ai dit... fb.me/7yl9npsQ5",0,,Twitter,sexism,1
"Après #moiaussi, je ne me tairai plus  plus.lapresse.ca/screens/1c8b58…",0,,Twitter,sexism,1
Des femmes lancent le mouvement Et maintenant bit.ly/2Dc658T #EtMaintenant #Moiaussi #tlmep LINK,0,,Twitter,sexism,1
"Des millions de femmes ont libéré leur parole durant le mouvement #moiaussi. Aujourd’hui, nous voulons souligner leur courage et réitérer notre solidarité. #Etmaintenant envisageons l’avenir. Joignez le mouvement, endossez la déclaration. etmaintenant.net",0,,Twitter,sexism,1
"#EtMaintenant, l'initiative pour être solidaire derrière #MoiAussi

 a.msn.com/r/2/AAuGUmP LINK",0,,Twitter,sexism,1
"Revisitation de Courbet et son Origine du monde, précurseur du #payetashnek LINK",0,,Twitter,sexism,1
Le # Balance ton porc marche à fond : un cochon vient juste de s'écraser dans mon pré. Jeté d'un avion probablement. Pauv' bête.,0,,Twitter,sexism,1
Agressions sexuelles: le «modèle de Philadelphie» expliqué par sa pionnière | Par @USER #moiaussi #EtMaintenant #TLMEP  lactualite.com/societe/2018/0…,0,,Twitter,sexism,1
"Des millions de femmes ont libéré leur parole durant le mouvement #moiaussi. Aujourd’hui, nous voulons souligner leur courage et réitérer notre solidarité. #Etmaintenant envisageons l’avenir. Joignez le mouvement, endossez la déclaration. etmaintenant.net",0,,Twitter,sexism,1
"#Etmaintenant : tout changement positif que l’on désire véritablement commence par chacun d’entre nous, écrit @USER journaldequebec.com/2018/01/16/etm… #moiaussi #assnat #polqc",0,,Twitter,sexism,1
"Charles Dutoit dénoncé pour de multiples agressions et agressionnettes. À peu près n’importe quoi peut devenir agression ou hacèlement: viol pur et dur, tentative d’avoir une relation, regard cochon, frôlement, etc... Les nuances on s’en contrechriste. #MoiAussi #BalanceTonPorc LINK",1,,Twitter,sexism,1
#balancetonporc étudiante je suis à la cabine téléphonique comme chaque mercredi soir. Ce jour là un type vient se branler devant la vitre.,1,,Twitter,sexism,1
"J avais 25 ans et j étais attachée parlementaire. En allant vers l'hémicycle, @USER m a mis une main aux fesses. #balancetonporc",1,,Twitter,sexism,1
"#balancetonporc un moment dans un supermarché,  un mec me siffle comme un chien. J'avais une simple robe ???",1,,Twitter,sexism,1
"J'avais 14 ans, le directeur du club hippique m'a enfermé dans son bureau ... et tant d'autres peurs avec des avances #balancetonporc",1,,Twitter,sexism,1
#moiaussi je dis : #etmaintenant ? plus.lapresse.ca/screens/b5d473… via @USER,0,,Twitter,sexism,1
"Pas QUE du faux, mais en tout cas la mention de #balancetonporc gâche l'ensemble  twitter.com/patromedenne/s…",0,,Twitter,sexism,1
@USER  C'EST ÉCRIS = UN TIR = DEUX MORTS ( LA FEMME ENCEINTE ET SON BÉBÉ ),0,,Twitter,sexism,1
"Pécresse qui qualifie les gens qui retrouvent un emploi ""d'impots supplémentaires"". Cette femme est folle. #DPDA",0,,Twitter,sexism,1
"J'ai hâte d'entendre ça un jour : «Le p'tit nouveau a eu une promotion, il a surement couché avec la patronne» #ironie #sexisme #misogynie",1,,Twitter,sexism,1
"La 1ère fois que je me suis faite siffler dans la rue, j'avais 14 ans, les mecs 30 de +. Le sentiment de gêne, d'humiliation #balancetonporc",1,,Twitter,sexism,1
"Un homme me suit dans la rue, je lui demande d'arrêter, il me colle, me dit ""quoi, tu n'es pas mariée ?""puis me court après. #balancetonporc",1,,Twitter,sexism,1
""" Tu as des gros seins. Tu es mon type de femme. Je vais te faire jouir toute la nuit"" Eric Brion ex patron de Équidia #balancetonporc",1,,Twitter,sexism,1
"Dommage qu'y avait pas de mouvement #MoiAussi dans ce temps là, on saurait combien il a abusé de petits Chinois. Juste d'aller les écoeurer avec sa câlisss de religion c'est déjà un abus. journaldequebec.com/2018/01/03/la-…",1,,Twitter,sexism,1
"C’est 16,9% alors que nous sommes 50% de la population. 
Autres stats désolantes: 
84 % des victimes d'infractions sexuelles sont des femmes; 
96% des auteurs d’agressions sont masculins.
#MeToo #MoiAussi @USER 
@USER @USER @USER twitter.com/lesinrocks/sta…",1,,Twitter,sexism,1
pub Berocca 2017 [HQ] que penser de la fin ..🤔 #sexiste ou bien ? youtube.com/watch?v=1IBg59…,1,,Twitter,sexism,1
"""Pour ou contre la parité des primes hommes-femmes dans le tennis"" @USER en mode #sexiste ce soir. Et pas de parité sur votre plateau.",1,,Twitter,sexism,1
"Expo Gauguin aujourd'hui, ses tableaux de Tahiti sont magnifiques mais il aurait été en bonne place pour #balancetonporc #mythedelabellesauvage",1,,Twitter,sexism,1
"Franchement @USER, les commentaires sexistes et déplacés sur la taille des robes d’@USER .... on n’est plus au Palace....",1,,Twitter,sexism,1
"Excellent article @USER  après #balancetonporc, #balancetonentreprise? Important écart dans l'éducation lejdd.fr/economie/egali…",1,,Twitter,sexism,1
"Les étudiantes en médecine appelées à se présenter avec un ""joli décolleté"" aux oraux à l'ulb. C'est pas joli-joli #payetafac #payetashnek",1,,Twitter,sexism,1
Quand tu vois l'affiche de #Marine2017 . Vivement les législatives qu'elle nous montre sa chatte!!! #payetashnek LINK,1,,Twitter,sexism,1
"Est-ce la fameuse liberté d’importuner ou le #Balancetonporc , cette scène? twitter.com/inafr_officiel…",1,,Twitter,sexism,1
"Les femmes sont incapable de diriger, elles réagissent trop par rapport aux émotions, elles n'ont pas l'esprit logique. Laissez les Hommes diriger ce qui est bien pour vous ! #BalanceTonPorc #MeToo",1,,Twitter,sexism,1
@USER les femmes aussi sont capables de sexisme et de misogynie? les bras m'en tombent dis donc #humour #lol #ironie #hihi @USER,1,,Twitter,sexism,1
"Hamevasser, journal ultra-orthodoxe gomme les femmes de la photo officielle  judaism.walla.co.il/item/2819142 #ironie #sexisme",1,,Twitter,sexism,1
"Le Collège Brébeuf offre un nouveau programme en anachronisme, pudibonderie &amp; sexisme 101... journaldemontreal.com/2014/10/17/une…  #ironie",1,,Twitter,sexism,1
"Scandale #Windrush : où l'on apprend encore une fois que la droite dure a toujours des problèmes avec les #immigrés. Theresa May est directement impliquée. 
liberation.fr/planete/2018/0…
twitter.com/EdChirac/statu… LINK",0,,Twitter,sexism,1
"MOI AUSSI 🇫🇷 .... #PARIS #CatherineDeneuve @ Paris, France instagram.com/p/BeLhLZplC7m/",0,,Twitter,sexism,1
✌💛✊J'encourage et je signe #moiaussi #EtMaintenant,0,,Twitter,sexism,1
"#MoiAussi, «un bouleversement nécessaire», selon Marion Cotillard #TLMEP ledevoir.com/culture/cinema…",0,,Twitter,sexism,1
"On brule ce chandail, on s'excuse et on dédie le trophé pour les femmes de #MoiAussi  si tu gagnes twitter.com/JdeMontreal/st…",0,,Twitter,sexism,1
"@USER Mais tu me tues! Tu tailles et tu te fais lynchée par toute la team d'Amélie! Arrête, elle est au top cette femme #IRONIE",0,,Twitter,sexism,1
"Manuel Valls n'a pas été attaqué sur sa femme juive Talal, non non, pas du tout... #ironie #matinsluxe",0,,Twitter,sexism,1
"@USER @USER #balancetatruie existe depuis le début de #balancetonporc, tout comme balancetapute/salope/chienne/cochonne/garce etc.",1,,Twitter,sexism,1
TétraNews est sorti de presse! paper.li/Tetraric/13662… #nddl #balancetonporc,0,,Twitter,sexism,1
"Je trouve un peu choquant le mode ""chaleur tournante"" pour un four. Pourquoi pas chaleur ""partouze"", ça fait moins viol collectif, non ?
#BalanceTonFour",0,,Twitter,sexism,1
@USER Le premier viol de nounours,0,,Twitter,sexism,1
“Génération Windrush” : qui sont ces citoyens anglais d'origine antillaise dans le viseur de Theresa May ? lesinrocks.com/2018/04/30/act… LINK,0,,Twitter,sexism,1
Theresa May menacée par une fronde parlementaire sur l'union douanière avec l'UE après le #Brexit u.afp.com/oNb7 #AFP LINK,0,,Twitter,sexism,1
"La première ministre britannique Theresa May subit un nouveau revers. Sa ministre de l’intérieur, Amber Rudd, proche d’elle, a été contrainte de démissionner après les révélations #Windrush | @USER lemde.fr/2vXSUFn",0,,Twitter,sexism,1
"#Brexit 
Ça se complique pour Theresa May 
24matins.fr/traf/eco/gb-le… #UE #Europe #UK",0,,Twitter,sexism,1
"Démission cette nuit de la Ministre de l'Intérieur GB suite au véritable scandale #Windrush 
Les médias français, médusés par le Royal Baby :) :) ont un peu loupé cette affaire qui vise maintenant directement Theresa May .....
huffingtonpost.fr/2018/04/29/la-…",0,,Twitter,sexism,1
Le Français de souche en minorité contre l'alliance tacite entre la Française + les hommes issus de l'immigration! Le Français de souche en minorité! Le Français discriminé! #BalanceTonPorc #LeMonde #lefigaro #VivreEnsemble #DISCRIMINATION #racismeantiblanc #racisme #Macron,0,,Twitter,sexism,1
J'aimerais beaucoup que Christine .@USER joue un rôle important dans l'avenir de la France. Une femme compétente et admirable.,0,,Twitter,sexism,1
"L'une des plus faux culs des politiques : Aurore Bergé. 
Elle change de parti comme de robe.
Elle est habillée comme une catin ce soir dans #SLT.
On voit presque son cul.
Un peu de tenue quand même... #C8",1,,Twitter,sexism,1
"On connaît tous une Aurore Bergé. C’est la moche qui traîne avec des belles et qui compense avec de l’indécence et 1cm de maquillage pour faire illusion jusqu’à 4h du mat’, heure à laquelle lui faire la bise revient à se laver le visage avec un beignet en plein mois d’août.",1,,Twitter,sexism,1
"Découvrez guide juridique ""Maternité &amp; Contrat de travail"" #CFTC
Salarié enceinte, en congé maternité, en reprise après un congé 
➡️bit.ly/2lmVIXy ⬅️
Des réponses à vos questions !
#VendrediLecture #droit LINK",0,,Twitter,sexism,1
"Ptite livraison ce matin =)
Un peu juste le débardeur pour une femme enceinte =p Merci pour votre travail @USER et @USER keur keur LINK",0,,Twitter,sexism,1
Mon frère pour choisir des fringues c’est pire qu’une fille puis finalement il est ressorti que avec des ensemble de foot,1,,Twitter,sexism,1
"Des années que les femmes Iraniennes ont un courage exemplaire!
En Iran, la fille rebelle qui, déguisée en homme, est entrée dans un stade de foot -  keyhani.blog.lemonde.fr/2017/12/28/en-…",1,,Twitter,sexism,1
"La Fred tease « les gros boutonneux » qui lui font gagner du fric en leur disant qu’elle va balancer le lendemain, et le lendemain elle fait l’hystérique en hurlant « je parle quand je veux moi » ... à 20 on aurait pu t’excuser mais là à presque 60 ans... #JeremstarGate #FredGate",1,,Twitter,sexism,1
"Brutal opening: 😮Catherine Deneuve est une femme admirable. Au lieu de se retirer du monde en pleurant sur sa beauté perdue, comme Greta Garbo, elle continue à jouer, affichant crânement son visage abîmé et sa taille de matrone. #MeToo #TimesUp plus.lapresse.ca/screens/4f4a9e…",1,,Twitter,sexism,1
"Catherine DENEUVE, BB et qui encore est contre de cette ridicule mode de #me2 ...😎 twitter.com/FRANCE24/statu…",1,,Twitter,sexism,1
"@USER La #justice et la @USER ont p-t enfin compris qu'en cas de #crimesexuel (#harcèlement #viol #moiaussi #balancetonporc...), on veut qu'#onvouscroit, une procédure expéditive et des peines disproportionnées et exemplaires!
Ils sont finis, les beaux jours de la #cultureduviol",1,,Twitter,sexism,1
"Modèle de plainte pénale à utiliser en situation de harcèlement sexuel.
#balancetonporc #metoo #harcelement twitter.com/avocatpublic/s…",1,,Twitter,sexism,1
"La pensée de Finkielkraut, c'est le raccourcisme. On l'interroge sur l'espace public (et le manspreading), il répond sur la Chapelle, Caroline de Hass, le fait que les rues ne sont pas adaptées aux trajets piétons, et bim, #BalanceTonPorc et le boycott de la rétro Polanski.",1,,Twitter,sexism,1
Qd Libé découvre  que la gynécologie s'adresse au sexe féminin qui est AUSSI  la voie de sortie des bébés #passisimple #vulgaire #sexiste twitter.com/libe/status/89…,1,,Twitter,sexism,1
"#GGRMC ""des gros porcs"" @USER  est #sexiste je suis sur qu'il y a aussi des grosses cochonnes dans le lot. 😂",1,,Twitter,sexism,1
On est sur du haut niveau de connerie #sexiste twitter.com/jmaphatie/stat…,1,,Twitter,sexism,1
@USER @USER @USER Qu'est ce qu'on s'en bat les c... de la couleur de la robe d'une journaliste! #sexiste,1,,Twitter,sexism,1
"Pécresse explique que ""des poneys bloquent Paris parce qu'ils ne veulent pas payer la TVA"". Cette femme était ministre de son Etat. Voila.",0,,Twitter,sexism,1
"Travail a domicile: Kate Middleton enceinte, que se passerait-il si elle avait des jumeaux ? travail-internet-domicile.net/kate-middleton…",0,,Twitter,sexism,1
"ça me rend folle de vous voir enceinte à 20 ans, j’rêve que de travail et de réussite moi pas d’enfant",0,,Twitter,sexism,1
@USER @USER Si Entreprises et l'EN faisaient des crèches ds l'enceinte de leur établissement les conditions et reprise de travail seraient facilitées 😉,0,,Twitter,sexism,1
Retrouvez sur l'1dex.ch la liste des personnes ayant voté contre la motion de Freysinger visant à réprimer le harcèlement! #1dexmag #buttet #harcelement #sexisme #balancetonporc #politique LINK,0,,Twitter,sexism,1
Cette fille ne recule devant aucune provocation pour faire parler d’elle. On devrait lui rappeler qu’un élu de la République siégeant à l’#AN a le devoir de décence v/v des Français et celle-ci commence par une tenue correcte et non provocante par respect. #AuroreBergé twitter.com/fils2psy/statu…,1,,Twitter,sexism,1
"#PoseTonPoissonDAvril 
Nadine Morano aurait accepté une mission de Macron sur les Bancs de Terre-Neuve pour étudier l'évolution du tonnage  de la morue LINK",1,,Twitter,sexism,1
"Ca c'est plutôt une bonne nouvelle pour la place des femmes en politique.
Mais la bonne question est : ""Est-ce que les allemands ont envie d'avoir une femme plutôt qu'Angela Merkel"" ... ;) euractiv.fr/section/politi…",1,,Twitter,sexism,1
[#ViesdeFamille] Femme enceinte : comment défendre ses droits au travail ? bit.ly/2wTnDA3 LINK,0,,Twitter,sexism,1
"@USER Le volcan derrière rend bein l'enceinte jbl je trouve qu'elle fait trop ""image"" en tout cas cela me convient bien 👍joli travail !",0,,Twitter,sexism,1
Travail a domicile: L’enceinte connectée Google Home sera disponible en France le 3 aout travail-internet-domicile.net/lenceinte-conn…,0,,Twitter,sexism,1
"Travail a domicile: Enceinte, si vous deviez trouver un adjectif pour vous qualifier, ce serait…. travail-internet-domicile.net/enceinte-si-vo…",0,,Twitter,sexism,1
"les gens qui commentent et jugent (encore) la tenue d'une femme qui passe à la tv en 2018, en l'occurrence @USER à #SLT, faut faire quelque chose pour vous soigner hein, vous êtes graves.",1,,Twitter,sexism,1
@USER Et celle qui tient les cordons de la bourse de l’Europe c’est Angela Merkel.,0,,Twitter,sexism,1
"Après avoir affirmé que le #multiculturalisme était un échec, Angela #Merkel dénonce une “autre forme d’#antisémitisme” chez les réfugiés arabes. On peut tout reprocher à la chancelière allemande, sauf de manquer de lucidité et de pragmatisme. Bravo à elle ! #immigration twitter.com/afpfr/status/9…",0,,Twitter,sexism,1
Angela Merkel reçue par Donald Trump pour une visite express dlvr.it/QQyYh9 LINK,0,,Twitter,sexism,1
[DESSIN] Emmanuel Macron s’est rendu à Berlin pour tenter de convaincre Angela Merkel de la pertinence de son projet de réformes de la zone euro bit.ly/2vBgBDs LINK,0,,Twitter,sexism,1
"Donald Trump, le Harvey Weinstein de la Maison Blanche, apporte son soutien à Roy Moore, accusé de multiples agressions sexuelles et de pédophilie #balancetonporc 

twitter.com/realDonaldTrum…",0,,Twitter,sexism,1
Je tiens à dénoncer @USER ! Je commence à développer une coinphobie... J'ai peur de voir une boule rousse débarquer dès que je suis coincée dans un coin... Stop au harcèlement scolaire ! Il faut la faire tomber... #BalanceTonPorc,0,,Twitter,sexism,1
"Ode au syndrome hémolytique et urémique : #balancetonporc harcelé par les antibiotiques un Escherichia coli témoigne
gorafac.e-monsite.com/blog/balanceto…",0,,Twitter,sexism,1
"@USER J’avais déjà commenté, enfin bref pathétique... #balancetonporc",0,,Twitter,sexism,1
"Un des concepts les plus résistants à l’intelligence journalistique, pour une raison mystérieuse, c’est celui de “chef d’État” — Angela Merkel ne peut pas opérer une “visite d’État” car elle n’est pas chef d’État. twitter.com/Huberthuertas/…",0,,Twitter,sexism,1
« La grande Catherine #Deneuve a malheureusement cédé aux aboiements vociférants de la meute en s'excusant dans LIBE ». La une de @USER dans #LTD LINK,0,,Twitter,sexism,1
"Le New Yorker démontre très bien l'hypocrisie et l’ambiguïté de @USER 
How the Tariq Ramadan Scandal Derailed the #Balancetonporc Movement in France newyorker.com/news/news-desk…",0,,Twitter,sexism,1
"#MeToo #BalanceTonPorc Comme une évidence, la ""personnalité de l'année"" du magazine Time... lesnouvellesnews.fr/celles-qui-ont… LINK",0,,Twitter,sexism,1
RT @USER: Femme enceinte cherche médecin à Québec  journaldequebec.com/2018/01/22/fem… #santé #suivi #grossesse,0,,Twitter,sexism,1
#balancetonporc voil j'lai fais,0,,Twitter,sexism,1
"#ITW Elsa #Dorlin : «Le ju-jitsu 🥋 est utile contre la police, contre les maris, les pères, les patrons» - #autodéfense #balancetonporc -liberation.fr/debats/2017/12… via @USER",0,,Twitter,sexism,1
#BalanceTonPorc: Le rappeur Vin's prend position contre les violences faites aux femmes 20minutes.fr/culture/218430… via @USER,0,,Twitter,sexism,1
Affaire Buttet. A qui profite le crime ? buff.ly/2kIIog3 #buttet #harcelement #moiaussi #metoo #balancetonporc #1dexmab #politique #sexisme,0,,Twitter,sexism,1
"Béji Caid Essebsi: ""Moi aussi, à mon âge, je me considère comme un homme d'avenir"" huffp.st/ohSLFkm LINK",0,,Twitter,sexism,1
#CestRingardMaisJadore me définir comme un homme de gauche.,0,,Twitter,sexism,1
"@USER Je crois que le pire, c’est le jambon rose, alors même qu’il n’est pas naturellement rose sans colorant ! Pourquoi le rose pour le jambon hein et pas le bleu ? #sexisme",1,,Twitter,sexism,1
"Si on me donne 3 millions d’euros, je peux mettre ma future femme et enfants à l’abris toute leur vie, faire arrêter de travailler ma mère et m’acheter une villa au bord de la mer.
Évidemment que je refuse, je préfère voir l’OM perdre contre Metz demain twitter.com/moscato_show/s…",1,,Twitter,sexism,1
"Si tu demandes à ta femme de se faire belle pour toi, fait en sorte de te faire beau pour elle. Lorsque tu demandes des choses à ta femme fait en sorte de lui offrir et de lui accorder ce que toi tu demandes, ainsi doit être l'homme avec son épouse.",1,,Twitter,sexism,1
"Quand écoutant un #podcast féministe @USER recommandé par @USER, tu observes 3 beaux exemples de #manspreading. #ironie",1,,Twitter,sexism,1
"@USER @USER @USER @USER 
Voilà ce que l'on peut retrouver en vente et en déco chez Ambiances &amp; Styles ! 
#sexisme#feministe#honteux LINK",1,,Twitter,sexism,1
"@USER Surtout avec la position d'exemple dans laquelle est votre émission, surtout moins d'un mois après avoir reçu @USER, et surtout alors que le monde est constamment aux prises avec le #sexisme ordinaire de la validation physique imposée aux femmes  theguardian.com/us-news/video/…",1,,Twitter,sexism,1
"#sexisme. Et la palme du mauvais goût revient au cabinet de courtage d’assurance ACNBC. En guest star de son clip de vœux kitchissime, les patrons eux-mêmes: m.youtube.com/watch?v=fzWwZL…. PS: Qui peut leur dire que Blurred lines c’est so 2013?",1,,Twitter,sexism,1
Venezuela : une femme est enceinte de 11 bébés ! dlvr.it/QCPH7Z LINK,0,,Twitter,sexism,1
"Suivi de grossesse impossible dans deux établissements de santé de la capitale.
Femme enceinte cherche médecin à Québec | JDQ journaldequebec.com/2018/01/22/fem…",0,,Twitter,sexism,1
Ça rappelle Moscou qui ne voulait pas montrer d’images de la guerre en Tchéchénie ou la propagande de l’ORTF à l’époque de la guerre d’Algérie #jeudePoutine #consternant twitter.com/lemediatv/stat…,0,,Twitter,sexism,1
Allez les Bleues ! – en train de regarder match de handball,0,,Twitter,sexism,1
"En poste pour la Finale des Championnats du monde de handball. Allez les bleues.
Courage et faites nous un gros match!!",0,,Twitter,sexism,1
.@USER souhaite un bon match aux bleues de @USER et nous sommes tous avec elles 🤾‍♀️ ! #FRANOR,0,,Twitter,sexism,1
Quel début de match de nos bleues. #handaction #handaction #FRANOR,0,,Twitter,sexism,1
Merci @USER de porter le sujet au côté du collectif #EnsembleContreleSexisme pour la première journée contre #sexisme dans lequel est très impliqué #TFTC @USER Numéro dédié à retrouver en kiosque dès demain @USER @USER  @USER @USER @USER LINK,0,,Twitter,sexism,1
Lancement de la première journée contre le sexisme par @USER et Annie Guilberteau @USER présidente de notre collectif #EnsembleContreleSexisme LINK,0,,Twitter,sexism,1
1 ère journée nationale contre le sexisme aujourd'hui!#EnsembleContreLeSexisme LINK,0,,Twitter,sexism,1
"Rendez vous demain pour la 1ere journée contre le sexisme organisé par le collectif #ensemblecontrelesexisme avec @USER @USER . Au programme le sexisme au travail et comment y remédier :  témoignages du DRH de Nexter, de  @USER et @USER @USER LINK",0,,Twitter,sexism,1
"Ouverture de la Journée nationale contre le sexisme par @USER, une journée inscrite dans le tour de France de l’égalitéFH 🇫🇷 #EnsembleContreleSexisme #25/01 LINK",0,,Twitter,sexism,1
"""Toutes les violences faites aux femmes ont une même origine : le sexisme"" @USER @USER",0,,Twitter,sexism,1
"""Propos d'une vulgarité extrême, système de défense absurde"" : Alain Juppé répond aux ""propos"" de Laurent Wauquiez. twitter.com/CNEWS/status/9…",0,,Twitter,sexism,1
« On ne peut pas avoir une politique sur Paris qui est établie comme si Paris n’appartenait pas à une région » #legrandsoirweekend @USER,0,,Twitter,sexism,1
Rendez-vous à 19h25 dans @USER #CAVous LINK,0,,Twitter,sexism,1
"""Les réseaux sociaux se comportent comme la NRA. Elle dit ""ce ne sont pas les armes qui tuent"", ils disent ""Ce ne sont pas nos contenus"". Ça suffit. La déferlante de haine - antisémite, raciste, homophobe, sexiste - doit cesser."" @USER LINK",0,,Twitter,sexism,1
"Au rythme où ils sont partis, les gars du Média vont pas tarder à utiliser les ordonnances Macron",0,,Twitter,sexism,1
"« Je souhaite qu’il y ait une liste LaREM à Paris et je pense que c’est ce qui va se passer. S’il y a des rapprochements, ce sera sur la base de notre projet » #legrandsoirweekend @USER",0,,Twitter,sexism,1
Les connards ont de l'imagination #lrt #payetashnek,0,,Twitter,sexism,1
"Au-delà des «vedettes déboulonnées», quels seront les effets de la campagne #Moiaussi?
fr.chatelaine.com/societe/des-qu…",0,,Twitter,sexism,1
"#MoiAussi #MeToo: Le gouvernement du Québec vient de débloquer 25 millions de dollars étalés sur 3 ans afin de mettre en place un plan d’action pour lutter contre les violences sexuelles. Via @USER par @USER
information.tv5monde.com/terriennes/les…",0,,Twitter,sexism,1
"Surfeuse surdouée mais pas top model, elle se bat sans sponsor  #brésil #surf #sexisme #genre  @USER  info.nouvelobs.com/videos/uqqllr.… via @USER",0,,Twitter,sexism,1
@USER intervient lors de la conférence « Le #sexisme en entreprise : le cerner pour mieux le combattre » de @USER twitter.com/Ozinfos/status…,0,,Twitter,sexism,1
"RT  Comment mettre hors jeu le #sexisme dans le #sport ebx.sh/2EZAvYz
 by @USER",0,,Twitter,sexism,1
"#hopital Une commission pour lutter contre le #sexisme au @USER et mettre les #femmes en lumière. cc @USER @USER @USER @USER #EgaliteFH #LGBT
ladepeche.fr/article/2018/0…",0,,Twitter,sexism,1
"Pour se moquer du sexisme et l'absurdité des scènes Eli Rezkallah a refait des pubs des années 50/60 en inversant les rôles.
bit.ly/2DhTbCz #sexisme #femme #homme",0,,Twitter,sexism,1
youtu.be/Zsjb6tCQXZ8 une très belle vidéo de @USER sur le #sexisme,0,,Twitter,sexism,1
"Toute cette agitation autour des #agressions, du #harcelement et du #sexisme a-t-elle au un impact sur votre vie ? Des réactions hostiles ou moqueuses ? Plus qu'avant ?",0,,Twitter,sexism,1
Comment mettre hors jeu le #sexisme dans le #sport ebx.sh/2EZAvYz,0,,Twitter,sexism,1
"Le 9 fevrier, venez nombreu•x•ses au Palais du Luxembourg et participez au forum sur #Violences sexuelles et #sexisme dans le monde #politique. Posons ensemble le diagnostic. Organisons ensemble la lutte. Inscrivez-vous vite en ligne, c'est gratuit: liberation.fr/evenements/41-… LINK",0,,Twitter,sexism,1
"L'avis de @USER sur #balancetonporc et la tribune sur le ""droit d'importuner""... Elle préfère ne pas s'étendre sur le sujet #CàVous LINK",0,,Twitter,sexism,1
"#Cavous Valérie trierweller ne veut pas donner d’avis sur #BalanceTonPorc, il est vrai que, elle,  c’est #balanceHollande",0,,Twitter,sexism,1
"Médiapart @USER , comme toujours très efficace pour pointer les dysfonctionnements qui ne concernent pas Médiapart, surtout pas le soutien  de Edwy Plenel au prédicateur #TarikRamadan #Violences #Sexuelles #BalanceTonPorc #MeToo #NeRienLaisserPasser #OMERTA twitter.com/AnttonRouget/s…",0,,Twitter,sexism,1
@USER @USER @USER @USER Bon match aux bleues,0,,Twitter,sexism,1
"La journée #EnsembleContreLeSexisme est une très bonne initiative de @USER 👏 

Il faut juste rappeler que le sexisme contre les hommes existe aussi. Le schéma ""femme=victime"" et ""homme=porc"" n'est pas aussi simple ✌",1,,Twitter,sexism,1
