text,labels,target,source,dataset,nb_annotators
" Plus efficace et d'actualité, un débat sur #Macron, #BalanceTonPorc ou la #Chocolatine.",0,,Twitter,sexism,1
"Selon  , critiquer #balancetonporc permettrait d’éviter que cet épisode salvateur de libération de la parole des #femmes ne soit que conjoncturel ! #dialogue #PermisDeSengueuler LINK",0,,Twitter,sexism,1
"ITW de Chimamanda Ngozi Adichie, icône féministe, et ambassadrice de la Nuit des idées 2018 po.st/egRzf6 via ",0,,Twitter,sexism,1
"Non, ce n'est pas du sexisme, car maintenant, les filles et les garçons doivent porter les couleurs indifféremment ! twitter.com/ZohraBitan/sta…",0,,Twitter,sexism,1
Le sexisme envers les hommes...ah oui jvois mdr c comme votre racisme anti blanc la mdrrr...imaginaire twitter.com/stephaneguillo…,0,,Twitter,sexism,1
"«Marches pour les femmes» et contre Donald Trump en Europe. Pour ce genre de féministes de gauche, il n'y a du sexisme qu'en Occident. Et dans le reste du monde, pas de machisme ? lapresse.ca/international/… via ",0,,Twitter,sexism,1
"Question: peut-on violer une escort girl?
Toute la défense de Darmanin va tourner autour de ça
Sexe contre services
Comme les maris qui violent leur femme...
Devoir conjugal
Et quid des annonces de ""location contre services""?
Ras le bol!!!!!!! twitter.com/spetsnagirl/st…",1,,Twitter,sexism,1
 #eliselucet bravo aux agriculteurs et je suis avec eux mais non à cette femme qui se dit journaliste d’investigation : que de l’agression  et du manque de classe,0,,Twitter,sexism,1
"Lettre ouverte : la femme de Souley Thianguel s’adresse à Alpha Condé…: Thianguel auquel nos compatriotes associent naturellement mon mari pour ses activités de journaliste et d’artiste, est innocent. Le cri de détresse d’une épouse désespérée  … dlvr.it/QBbDRG #Guinee LINK",0,,Twitter,sexism,1
"#Wcw

 , 40 ans, Journaliste. Directrice de la Communication au Comité Exécutif du Groupe CFAO.

#LadiesAfterwork #Business #Networking #Afrique #Douala #Cameroun #Reseautage #Affaires #Femme #empowerment LINK",0,,Twitter,sexism,1
 Cette histoire de #balancetonporc va créer de la jurisprudence. J’aimerais être à la place des étudiants de 1e-2ème année licence pour les TD,0,,Twitter,sexism,1
La créatrice du #balancetonporc attaquée en justice pour diffamation lesinrocks.com/2018/01/18/act… LINK,0,,Twitter,sexism,1
"L'#instigatrice de ""#BalanceTonPorc"" assignée en #diffamation par #EricBrion ... #Actu #Societe #MeToo ##Justice  madame.lefigaro.fr/societe/balanc… LINK",0,,Twitter,sexism,1
J'ai ajouté une vidéo à une playlist  - Chilla - #Balancetonporc youtu.be/QYAYnGu_iaw?a,0,,Twitter,sexism,1
SOUTIEN A LA DAME QUI A CREE #BALANCETONPORC CAR ON VIT DANS UNE EPOQUE SI VIOLENTE POUR LES FEMMES QUE FRANCHEMENT JE TROUVE QUELLE A BIEN FAIT RIEN A VOIR AVEC CETTE VIANDE MAIS C POUR SIGNALER QUAND LES HOMMES NE SE COMPORTENT PAS CORRECTEMENT SOUTIEN POUR CETTE DAME !,0,,Twitter,sexism,1
krkr j’écoute un message vocal de kris et il me demande c’que je suis pour lui et il dit qu’il a des sentiments pour une fille qu’il a rencontré samedi dernier mais qu’ils ont pas d’avenir ensembles jsp quoi,0,,Twitter,sexism,1
C'est le patriarcat qui a permis de rendre certains pays riches et puissants. Pouvez-vous prouvez le contraire ? #SimpleVérité  #balancetonporc #Libertédexpression  ,0,,Twitter,sexism,1
"
Coucou David 
Je viens de découvrir votre chronique sur le sexisme au bureau et je vois que vous ne m'avez pas oubliée, cela me fait vraiment plaisir. Je vous écoute toutes les semaines sur Europe1.
Violette",0,,Twitter,sexism,1
 Arrête ton sexisme,0,,Twitter,sexism,1
Aujourd’hui je sort je vois tout le monde en pull et moi je sui en t-shirt comme une conne c’est quoi le délire il fait pas assez chaud 😑,0,,Twitter,sexism,1
"Heureuse d’ouvrir la journée nationale contre le sexisme organisée par le formidable collectif #EnsembleContreLeSexisme 
Bravo aux organisatrices et à tous les membres pour leur mobilisation. LINK",0,,Twitter,sexism,1
Femmes solidaires y sera !  #EnsembleContreleSexisme twitter.com/ONUFemmesFR/st…,0,,Twitter,sexism,1
"Pour la 1ère fois en France se tient la Journée nationale contre le sexisme le #25janvier → 1 pas important vers égalité 🚺🚹, grde cause du quinquennat. 
A l' aussi nous nous mobilisons #EnsembleContreLeSexisme LINK",0,,Twitter,sexism,1
Bientôt l’épisode ou encore une fois on va faire culpabiliser des femmes par rapport au comportement des hommes... #LVDCB #LVDCB3 #BalanceTonPorc LINK,0,,Twitter,sexism,1
"#MeToo, #BalanceTonPorc, après l'indignation, ensemble nous passons à l'action. RDV ce soir.... 📆 #MaintenantOnAgit ✊ #8mars #RubanBlanc LINK",0,,Twitter,sexism,1
"Si maintenant, même en n'achetant que du #Porc, on tombe sur du #Halal, où va-t-on?
#BalanceTonPorc LINK",0,,Twitter,sexism,1
Enquête exclusive : 80% des Belges francophones sont favorables à la libération de la parole des femmes #meetoo #balancetonporc ebx.sh/2FvPMnM LINK,0,,Twitter,sexism,1
"   Je ne suis pas d'accord, tu devrais etre radié : tv et radio!!!   #balancetonporc",1,,Twitter,sexism,1
"1er panel : WEINSTEIN, #METOO, #BALANCETONPORC : ET MAINTENANT ? Une approche pragmatique du problème et une ébauche de solutions avec    Anne Morelli    au  #PFBW #Colloque LINK",0,,Twitter,sexism,1
"Quand il y a violences répétées faites aux femmes par un homme politique, un hommes d'affaires ou une star des media ou du show-biz, à chaque fois ""beaucoup de gens savaient"" mais n'ont rien dit ou fait. A quand des accusations de complicité? #LaLoiSansFaiblesse #balancetonporc",1,,Twitter,sexism,1
"Une plainte pour ""viol sur mineur"" déposée contre un proche de Jeremstar ebx.sh/2DyH8Vk LINK",1,,Twitter,sexism,1
" et au passage la chanson parle du viol d'une vierge par un prêtre...

""Une offrande ornementale
(De) l'enfant qu'il profane[...]
Du sang entre ses (her féminin) cuisses
Dépucelée à travers la damnation""",1,,Twitter,sexism,1
"Une femme peut s'habiller sexy, c'est pas pour autant que c'est une salope, ou qu'elle expose trop ses attributs.",1,,Twitter,sexism,1
SI UNE pute ELLE tombe enceinte CEST UN accident de travail NAN ?,1,,Twitter,sexism,1
 Quand elle se retrouve enceinte on parle d'accident du travail ?,1,,Twitter,sexism,1
" J'étais brillante à l'école, enceinte après ma maîtrise, avec mention, je gagne moins que mes collègues qui ont un CAP pour le même travail.",1,,Twitter,sexism,1
Depot de plainte pour corruption de mineur viol apres l avoir drogué. Il avait 15 ans #babybel #JeremstarGate twitter.com/emiliegeffray/…,1,,Twitter,sexism,1
Les opérateurs téléphoniques et le groupe  peuvent-ils faire un #balancetonporc sur le  pour avoir tenté de les violer financièrement?,0,,Twitter,sexism,1
Ces femmes nous expliquent comment affronter le sexisme au travail via  &gt;&gt; trib.al/IuTZIzB LINK,0,,Twitter,sexism,1
"84 ans, juge à la Cour Suprême depuis 24 ans, a survécu à deux cancers, pro-#LGBT, anti-#Trump, elle est le dernier rempart face au sexisme et à l'homophobie aux USA. Très beau portrait de Ruth Bader Ginsburg par  👏 twitter.com/brutofficiel/s…",0,,Twitter,sexism,1
"Super journée pour commencer la semaine, quoi de mieux que de se retrouver sur la même table, à midi, qu'une fille qu'on déteste ? #ironie",0,,Twitter,sexism,1
"""Elle est toujours là"", ""En pôle position""…
Extraits du gros doss' de Paris Match sur le ""come-back"" de Ségolène Royal : ❄
#Quotidien LINK",0,,Twitter,sexism,1
"Nicolas Hulot n'en peut plus que Ségolène Royal se mêle de son ministère : ""Ambassadrice chargée des pôles Sud et Nord n'est visiblement pas un job à plein temps si j'en juge par le temps qu'elle consacre à s'occuper de politique."" lelab.europe1.fr/nicolas-hulot-… LINK",0,,Twitter,sexism,1
"Avec le salaire et les frais dépensés pour envoyer Ségolène #Royal faire de la luge,
on pourrait dédoubler facilement 15 classes de CP c'est-à-dire donner vraiment leur chance à plus de 200  enfants défavorisés.
#socialisme twitter.com/xavier_alberti…",0,,Twitter,sexism,1
Ils croyaient s'en débarrasser en l'expédiant dans les Pôles. Raté : #SegoleneRoyal est toujours là! Reportage avec l'insubmersible en Laponie...   parismatch.com/Actu/Politique…,0,,Twitter,sexism,1
Belle réponse Alyssa Milano #MeToo #moiaussi ow.ly/rpNl30hjZn9,0,,Twitter,sexism,1
Angela Merkel viendra à Washington le 27 avril rencontrer Donald Trump,0,,Twitter,sexism,1
Pour la première fois depuis longtemps un président français qui veut une Europe forte. It would be tragic if now Germany was to become the obstacle. Angela Merkel must think about her legacy beyond German politics. twitter.com/emmanuelmacron…,0,,Twitter,sexism,1
"Conjurer la peine et choses de la vie chez les NetTweet. 

N3 : Il y avait du monde à l'enterrement de mémé ?

N2 : autant que pour Johnny.

N3 : Il y avait Jean Dujardin ?

N2: oui.

N3 : Et Angela Merkel ?

N2 : Bien sûr !
(...) 

Et là ils les passent tous. Neimar compris 😅",0,,Twitter,sexism,1
"""C’est une bonne idée de renforcer l’intégration économique de la zone euro mais Angela Merkel est entre le ""oui"" et le ""non"". Les députés de la CDU ne sont pas favorables à cette idée. Elle est donc tiraillée entre les deux forces de sa coalition.""  #MacronPE #28min LINK",0,,Twitter,sexism,1
"Angela Merkel rendra visite à Donald Trump à Washington vendredi 27 avril, 2 jours après la fin de la visite d'État d'Emmanuel Macron. LINK",0,,Twitter,sexism,1
Angela Merkel's facial expression 🤣 twitter.com/DrJessBerentso…,0,,Twitter,sexism,1
"Plus que quelques minutes avant le lancement de la première journée nationale de rencontres sur le #sexisme 
➡️ À suivre en direct sur #EnsembleContreLeSexisme #25janvier LINK",0,,Twitter,sexism,1
Une chaîne YouTube “Et tout le monde s’en fout” : un épisode pour se moquer  du sexisme buff.ly/2E79rHD LINK,0,,Twitter,sexism,1
"Il s’est avéré que les hommes ont besoin de deux fois plus de temps pour guérir que les femmes. S’agirait-il d'une manifestation de «sexisme» du virus de la grippe à l’égard des hommes?
sptnkne.ws/g6Y8 LINK",0,,Twitter,sexism,1
" Et certains prétendent que l'on n'a plus besoin du #féminisme, que la société n'est plus #sexiste...",1,,Twitter,sexism,1
"🔴 Une équipe de #CNN est partie en #Thaïlande à la rencontre d'une femme affirmant détenir ""du lourd contre #Trump"". #balancetonporc",0,,Twitter,sexism,1
Le commentaire de cette image magnifique image artistique est tellement #sexiste et rabaisse la femme. #banalisationdelaviolence twitter.com/pyepar/status/…,1,,Twitter,sexism,1
"      anti #IVG #Avortement provie de la théorie du grand remplacement, #sexiste et #islamophobe. un maître de tolérance en somme... LINK",1,,Twitter,sexism,1
France-Angleterre: La ola complètement ratée de Theresa May fait rire (jaune) les Anglais bit.ly/2sAb4dI LINK,0,,Twitter,sexism,1
Elle a tout raté  y compris la gestion du drame de la tour infernale. twitter.com/guardian/statu…,0,,Twitter,sexism,1
"""Le sauveur de l'Europe?"" Macron marche sur l'eau, en couverture de ""The Economist"". (Et Theresa May se noie). LINK",0,,Twitter,sexism,1
"#BalanceTonPorc : Sandra Muller, à l'origine du hashtag, attaquée en diffamation via  ozap.com/actu/-balancet…",0,,Twitter,sexism,1
"""Ce sont les porcs qui ruinent le sexe, pas celles qui les balancent."" 
Les hommes féministes sont-ils de meilleurs partenaires sexuels ? lemonde.fr/m-perso/articl… #MeToo #BalanceTonPorc #féminisme #sexualité #égalité",0,,Twitter,sexism,1
"Nous avons demandé à Christine  ce qu’elle rêve de réaliser, ou de voir se réaliser, dans les 10 ans à venir leparisien.fr/week-end/chris…",0,,Twitter,sexism,1
🇬🇧Les victimes de la tour infernale à Londres ont reçu la visite de la reine mais pas de  ! Shocking ! pic.twitter.com/gvhG39JnaP,0,,Twitter,sexism,1
Quand Christine Lagarde est plus à gauche que le plus à gauche de tes ministres :/ twitter.com/pierrebrt/stat…,0,,Twitter,sexism,1
"Christine Lagarde : ""C'est la première fois en 10 ans que nous avons une telle reprise"" f24.my/1wMJ.t",0,,Twitter,sexism,1
Quand même Christine Lagarde arrive à être plus à Gauche que le gouvernement... twitter.com/20minutes/stat…,0,,Twitter,sexism,1
"Une ↑ des taux d’imposition les plus élevés ne ferait ps de mal à la croissance »
Le FMI dirigé par Christine Lagarde, a dc lancé « un ferme avertissement aux dirigeants politiques. En ↓ les impôts des riches, les gouvernements risquent de saper la croissance économique [...] twitter.com/20Minutes/stat…",0,,Twitter,sexism,1
Christine Lagarde explique que les #cryptomonnaies remplaceront les monnaies nationales en se passant des banques centrales bit.ly/2sAB0Ws LINK,0,,Twitter,sexism,1
"[J-10] Zones 10 ans d’engagement
""Non c’est non"" de Irène Zeilinger Aujourd'hui en mode #balancetonporc le petit manuel d' #autodéfense à l'usage de toutes les femmes qui en ont marre de se faire emmerder sans rien dire ➤ bit.ly/2AneEZV LINK",0,,Twitter,sexism,1
#E1matin Hervouet n'a pas compris le mouvement #Balancetonporc,0,,Twitter,sexism,1
"Pour #ChristineLagarde, l’avenir monétaire est au #Bitcoin contrepoints.org/2017/10/14/300… #disruption #cryptocurrency #blockchain #fintech #betech",0,,Twitter,sexism,1
Incendie de la tour Grenfell à Londres : Theresa May prise à partie lemde.fr/2td2bE4,0,,Twitter,sexism,1
Emmanuel Macron et Theresa May s’accordent sur un plan d’action antiterroriste et le calendrier du Brexit lemde.fr/2t0kBbi,0,,Twitter,sexism,1
"""Il y a (...) des gens d'origine arabe qui amènent une autre forme d'antisémitisme dans le pays"", reconnaît Angela Merkel sur une chaîne de télé israélienne",0,,Twitter,sexism,1
"      Mais ta gueule le merdeux, arrête de te la jouer chevalier pur et vertueux tu n'es qu'un #sexiste #Homophobe et #islamophobe",1,,Twitter,sexism,1
"      Après ça tu joues l'innocent mais tu trompes personne et depuis le début, tu n'es qu'une merde #sexiste #homophobe #islamophobe et #raciste",1,,Twitter,sexism,1
"Jonathan Daval c’est un génie en fait...il a pleuré la mort de sa femme devant tous les médias, et maintenant qu’il s’est fait coffré, tous les médias ont de la compassion pour lui et lui trouve des excuses. Bien joué champion. Raclure va",1,,Twitter,sexism,1
"En moyenne, une femme met 26 choses dans sa valise qu'elle n'utilisera jamais.",1,,Twitter,sexism,1
"#JonathannDaval a étranglé sa femme, lui a mit une tenue de jogging, l'a emmené en forêt, et brûlé .
il a envoyé de faux SMS aux proches le lendemain, puis a feint l'inquiétude, participé aux recherches, organisé une marche blanche, pris la parole, pleuré.

il me fout la gerbe 😠",1,,Twitter,sexism,1
La galère rend l'homme fidèle et la femme infidèle.,1,,Twitter,sexism,1
"Les filles, d'accord ou pas avec les idées politiques (qui ne sont pas déshonorantes) d', c'est le moment de la soutenir. On est en 1952 ou quoi? #bandesderats LINK",1,,Twitter,sexism,1
"Je suis du genre à m'émouvoir du comportement des FI qui critiquent la tenue de Aurore Bergé mais je n'ai pas non plus oublié les macronistes qui se moquaient des tenues de Raquel Garrido.

C'est TOUTES les femmes qui sont libres, pas seulement celles avec qui vous êtes d'accord",1,,Twitter,sexism,1
"Rokhaya #Diallo, #Lallab, Caroline #DeHaas et autres « féministes » (sic) avaient donc raison : seul le #voile aurait pu protéger Aurore #Bergé de la prédation et de la concupiscence de la moitié des hommes (et de la jalousie de la moitié des femmes) 

#AlerteTeamPremierDegré twitter.com/auroreberge/st…",1,,Twitter,sexism,1
Je condamne haut et fort les propos sexistes et injurieux perpétrés envers la députée . Nous devons nous engager et combattre le sexisme ordinaire! LINK,1,,Twitter,sexism,1
"#meteo du #weekend Personne ne le lui a dit à # AuroreBerge qu'un #froid glacial va s'installer sur la France Vous pouvez ranger les tenues légères Miss Aurore, il va vous falloir séduire avec votre personnalité 👀 Oui je sais ... C'est pas gagné ! LINK",1,,Twitter,sexism,1
[#HM18] Cérémonie d'ouverture de  avec Angela Merkel et Enrique Peña Nieto - Retrouvez les experts SAP ! sap.com/france/industr… LINK,0,,Twitter,sexism,1
Angela Merkel dénonce l'antisémitisme dans la multitude de réfugiés arabes en Allemagne  ! Merkel voit enfin la lumière. À quand ce même courage ailleurs ?lapresse.ca/international/… via ,0,,Twitter,sexism,1
[#HM18] Live : Cérémonie d’ouverture de  2018 en présence de la chancelière Angela Merkel et du président Enrique Peña Nieto LINK,0,,Twitter,sexism,1
Ouverture de la Foire de Hanovre : Angela Merkel défend le libre-échange dlvr.it/QQYWV8 LINK,0,,Twitter,sexism,1
"        Et on rappellera à tous les anti #IVG #Avortement, le délit d'entrave qu'ils font à chacun de leur tweet de propagande #sexiste LINK",1,,Twitter,sexism,1
"Avec Sandra Muller , juste avant notre débat au . Comment lutter contre les violences faites aux femmes ? Comment préserver #balancetonporc de son dévoiement en délation ? Comment remplacer, surtout, la combat par le débat ? Impatience !
Love and Fight ! 👊 LINK",0,,Twitter,sexism,1
"« J’aimerai bien que l’on balance aussi les porcs français – lorsqu’on regarde, on voit bien que des #Weinstein, on en a ! » #MichelOnfray #BalanceTonPorc #ServitudeVolontaire ▶️goo.gl/kM7GvH LINK",0,,Twitter,sexism,1
"Sivasspor a un accord de principe pour la venue de Robinho L'attaquant international brésilien Robinho va s'engager avec Sivasspor mardi. Condamné à&amp;nbsp;neuf ans de prison en Italie pour «viol en réunion», Robinho reste en liberté.... | #Sénégal #kebetu 7sur7senegal.com/Sivasspor-a-un… LINK",0,,Twitter,sexism,1
La promotion du viol et du meurtre au Canada par ces amis de Justin qui savent profiter des largesses de la Charte pour abroger les libertés qu’elle protège. twitter.com/tarekfatah/sta…,0,,Twitter,sexism,1
Un musée britannique décroche un tableau de nymphes pour cause de sexisme lesobservateurs.ch/2018/02/02/un-…,0,,Twitter,sexism,1
"bonjour, merci de répondre sincèrement c’est pour notre tpe. « Selon vous, le sexisme existe t’il encore dans le sport ? »",0,,Twitter,sexism,1
"Reconnaissante envers  qui fait avancer les mentalités des plus féministes d entre nous. A chaque intervention de votre part, on se rend compte à quel point le sexisme se loge partout, insidieusement... Mais on est en marche pour d'éradiquer. #NeRienLaisserPasser",0,,Twitter,sexism,1
#21janvier Messieurs montrez votre empressement avec courtoisie et modération sinon de #JourneeInternationaleDesCalins vous allez basculer vers #BalanceTonPorc,0,,Twitter,sexism,1
 IL est pas en prison lui accusé de viol comme Brandao.....,0,,Twitter,sexism,1
#Balancetonporc : la journaliste Sandra Muller lève des fonds ift.tt/2DTYkl9 #FRANCE,0,,Twitter,sexism,1
"👋 Elle est de retour : Ségolène Royal a accompagné Emmanuel Macron en Inde, officiellement en tant qu’ambassadrice française de l’Alliance Solaire.
🤔 Mais QUI s’occupe des pôles maintenant ?
#Quotidien LINK",0,,Twitter,sexism,1
"#SégolèneRoyal avait tellement saigné à blanc les POITOU-CHARENTES que la seule solution pour s'en sortir et ainsi éviter la faillite était de fondre cette région avec le #Limousin et l'#Aquitaine... pour noyer la dette !
Et elle vient donner des leçons à   ???",0,,Twitter,sexism,1
"Déjà ambassadrice des pôles, Ségolène Royal désormais ambassadrice de l'Alliance Solaire &gt;&gt; bit.ly/2p7aPDF LINK",0,,Twitter,sexism,1
"On rappellera au passage que Nicolas Sarkozy a eu besoin d’argent lybien pour battre Ségolène Royal. 

SÉGOLÈNE ROYAL !",0,,Twitter,sexism,1
"A force de missions exotiques, Ségolène Royal va finir par présenter Ushuaïa… ebx.sh/2p2ASew LINK",0,,Twitter,sexism,1
"Ségolène Royal veut refaire le match de 2007. En dehors du fait qu'elle ne respecte pas la présomption d'innocence, elle ne semble pas avoir compris que les français n'ont pas voulu d'elle comme Présidente. twitter.com/lopinion_fr/st…",0,,Twitter,sexism,1
"Je ne comprends pas comment on peut simultanément présenter ses excuses (donc reconnaître les faits) et attaquer pour diffamation ????  Sandra Muller, à l'origine de #balancetonporc, poursuivie pour diffamation 20minutes.fr/culture/220426… via ",0,,Twitter,sexism,1
"Culture du viol : 1976-2017, l’évolution des mentalités positivr.fr/?p=91088 via ",0,,Twitter,sexism,1
" Bonjour.  En la qualité de journaliste au grand magazine de la femme africaine et antilaise AMINA à Paris. J'aimerai bien interviewé la première Dame, présidente de la fondation SBO. Merci",0,,Twitter,sexism,1
"je suis en train de regarder Plaza sur la 6 avec ma mère et il y a une dame, 65 piges, sans enfant, journaliste psycho-sexo, elle me fait kiffer c'est la femme que j'aspire à devenir",0,,Twitter,sexism,1
Christine Lagarde UMP la Française   élue la femme la plus influente du monde par Vanity Fair ! Juppé à la Niche ! LINK,1,,Twitter,sexism,1
"Faculté de Médecine de Toulouse, cours du Doyen, interruption incessante au nom de ""une seule solution la SODO MI SATION"" #BalanceTonPorc",1,,Twitter,sexism,1
 Qu’elle s’habille comme une grosse pute ou pas ca change rien au viol je trouve abi,1,,Twitter,sexism,1
" je vous balance le hashtag #metoo ou #balancetonporc et je vous fait souffrir ou vous allez faire quelque chose ? Parce que les chauffeurs violeurs, on pas besoin de ca #metoo #balancetonporc",1,,Twitter,sexism,1
"DARMANIN accusé d’ « abus de faiblesse, voire de VIOL »:
« j’avais 25 ans, je n’étais rien »
 
L’argument « des faits anciens » a été souvent utilisé pour minimiser, mais pourquoi le glisser ici, vu que selon lui il ne s’agit que de « calomnies » ?
#metoo #balancetonporc #LR LINK",1,,Twitter,sexism,1
« Je ne fais pas l’amour je baise brutalement! » #balancetonporc #50NuancesDeGrey,1,,Twitter,sexism,1
"""Il n'est pas question que je vous touche, pas sans votre consentement écrit"", l'affaire Weinstein est passée par là #balancetonporc #50NuancesDeGrey",1,,Twitter,sexism,1
Tribune de Christiane Taubira : « Nous voterons Macron » — via  lemonde.fr/idees/article/…,0,,Twitter,sexism,1
"Christiane Taubira : ""Le quinquennat de François Hollande n'est pas à jeter"" f24.my/14bb LINK",0,,Twitter,sexism,1
Le chaos pénitentiaire que l’on constate aujourd’hui est l’œuvre de François #Hollande et Christiane #Taubira. eric-ciotti.com/2017/04/04/5-a…,0,,Twitter,sexism,1
"Foot : la femme de Mamadou Sakho, Majda, est enceinte de leur troisième enfant ! dlvr.it/Q8lhzz",0,,Twitter,sexism,1
"Foot, musique, très bon délire et surtout CR7&gt;&gt;&gt;Messi 
La femme parfaite n'existe pas, mais tu t'en rapproche fortement.. je vais tombé amoureux 😍😍😍 twitter.com/agatheauproux/…",0,,Twitter,sexism,1
 Ça dépend de notre définition de la perfection... Une personne sans défaut y a rien de plus ennuyeux... Pour moi la femme parfaite a plein de petits défauts mais que j'aime autant que ses qualités... Par contre pendant que tu regardes le foot je jouerai à la play x),0,,Twitter,sexism,1
Le foot et la play on peut pas me le retirer wAllah avec ma femme on se mariera à 4 moi elle les matchs du PSG et la play t’es fou ou quoi,0,,Twitter,sexism,1
" Il faudrait apprendre à votre journaliste que les habitants de la Palestine ne sont pas des ""Palestins"" mais des Palestiniens et qu'il faut en déduire que la jeune femme n'est pas ""une jeune Palestine"" mais une jeune PALESTINIENNE !!! 
Écouter la retransmission à la minute 0:35",0,,Twitter,sexism,1
#moiaussi : une dénonciation encore plus compliquée pour les Autochtones ici.radio-canada.ca/nouvelle/10632…,0,,Twitter,sexism,1
Un croque-madame veggie c’est un peu un #balancetonporc ...,1,,Twitter,sexism,1
"Anne Hidalgo, Christiane Taubira et Martine Aubry lancent un mouvement politique, ""Dès demain"" francetvinfo.fr/politique/anne…",0,,Twitter,sexism,1
Si Emmanuel Macron nomme Christiane Taubira il casse Internet. #PremierMinistre,0,,Twitter,sexism,1
"L'Arabie Saoudite extermine les populations du Yémen avec leur silence complice 
▶️   

Saudi Arabia exterminates Yemen peoples with their complicit silence
▶️   LINK",0,,Twitter,sexism,1
"Affaire Skripal : mais qui donc a intérêt à brouiller l’Europe de l’Ouest avec la Russie ? bvoltaire.com/affaire-skripa… via 
Ce n'est qu'un élément de plus qui fragilise Theresa May, qui je l'espère sera poussée à la démission en… mai",0,,Twitter,sexism,1
"Alors que Theresa May semble encline à approuver une action militaire contre Damas, un sondage commandité par le Times montre un soutien populaire encore inférieur à ce qu’il fut en 2013 quand l’option militaire fut envisagée. thetimes.co.uk/article/-3dd5-… LINK",0,,Twitter,sexism,1
"L'américain , la britannique  &amp; le français  ont choisi de bombarder des sites chimiques de #Syrie accusant  d'usage d'arme chimique contre sa population à #Douma.
Prions pour le peuple syrien.
Pacem in terris. LINK",0,,Twitter,sexism,1
"🔴#invitée #JT20H  
 reçoit ce soir la directrice générale du #FMI Christine  LINK",0,,Twitter,sexism,1
"Une feuille de route européenne que nous partageons avec Christine  : oui, un budget de la zone euro est nécessaire ! 🇪🇺 LINK",0,,Twitter,sexism,1
"A cette heure  Syrie :
•USA confirment avoir des preuves qu'Assad a utilisé des armes chimiques 
•Selon la BBC les ministres de  Theresa May  soutiennent une  action 
•President Macron confirme avoir des preuves d'attaque chimique 
•WHouse en reunions sur options militaires",0,,Twitter,sexism,1
j'ai un examen de 3h sur le FMI mardi mais au lieu de lire des articles de 20 pages en espagnol envoyés par ma prof j'écoute DSK et Christine Lagarde sur youtube qui parlent anglais car des politiques français qui parlent bien anglais c'est assez rare pour être fascinant,0,,Twitter,sexism,1
"▶️ Christine  &amp; #FMI encouragent vivement l'ambition de la #France &amp; les transformations structurelles d' &amp;  : ""#France is back"" aux plans intérieur (#chomage &lt; 9%) &amp; international : ↗️ l'#Export ➕ ↘️ la #dette ➡️ Bilan &gt;0 ➕ #confiance twitter.com/BrunoLeMaire/s…",0,,Twitter,sexism,1
"Alain Finkielkraut donne son avis sur la pétition de Catherine Deneuve: '' La civilisation, c'est distinguer et distinguer encore''",0,,Twitter,sexism,1
"D'après vous, Catherine Deneuve est-elle liftée?",0,,Twitter,sexism,1
"Catherine Deneuve revient sur la polémique provoquée par sa tribune dans ""Le Monde"" dg7k.net/5mxm5m Ok, Kat ;-)",0,,Twitter,sexism,1
"tribune de Catherine #Deneuve dans , comment le #féminisme devrait-il accueillir la diversité en son sein ? contrepoints.org/2018/01/17/307… Via ",0,,Twitter,sexism,1
"Catherine deneuve, loin du tumulte... entre icônes !: youtu.be/26uL7zbVq70?a via ",0,,Twitter,sexism,1
Christine Lagarde sera l'invitée du journal de 20 heures d’ ce soir sur ,0,,Twitter,sexism,1
"Sans résolution du Conseil de Sécurité autorisant le recours à la force, les frappes de   et  sont une agression de la Syrie. Leur offensive militaire n'a pas de fondement en Droit International.     ",0,,Twitter,sexism,1
"RT ORSYS: ""Pourquoi j'écrirai une #lettre à chaque propos #sexiste entendu dans le cadre de mon #travail "" ow.ly/TzFf30hlbbX #sexisme #parité #féminisme #entreprise #carrière ^O",0,,Twitter,sexism,1
"""Je suis Tex"" dit  qui apporte son soutien à l'humoriste , licencié de  pour sa mauvaise blague #sexiste pour laquelle il s'est excusé. Il avait déjà reçu l'appui de l'immense majorité des fantaisistes.Devant cette unanimité, sera-t-il réintégré?",0,,Twitter,sexism,1
"Macron, s'il est élu, ne nommera ni Laurence Parisot ni Christiane Taubira au poste de Premier ministre u.afp.com/4Pqz #AFP",0,,Twitter,sexism,1
"Quand Christiane Taubira parle de nouveau ministre #Darmanin, il est plus qu'1 ""déchet de la pensée humaine"". #Merci LINK",0,,Twitter,sexism,1
"VIDEO. ""Personne ne doit vous chasser de la scène !"" lance Christiane Taubira aux jeunes électeurs bit.ly/2pXuAzZ",0,,Twitter,sexism,1
"« Les tresses de Christiane Taubira au gouvernement étaient une façon de dire ""je ne me plierai pas à vos codes"" » lemde.fr/2rU9SP3",0,,Twitter,sexism,1
"info  Christian Vigouroux, ex dir cab de Christiane Taubira à la Justice, devrait diriger le cabinet d'Emmanuel Macron à l'Elysée twitter.com/leJDD/status/8…",0,,Twitter,sexism,1
"   On est tellement heureux et fier de pouvoir profiter de cette nouvelle enceinte !!! Mille fois merci pour tout ce travail, vous nous gâtez, c’est Noël avant l’heure 😁",0,,Twitter,sexism,1
Des lycéen-nes s'organisent contre le #harcelementsexuel dans leur établissement scolaire. Bravo ! #BalanceTonPorc nouvelobs.com/rue89/nos-vies…,0,,Twitter,sexism,1
"Sandra Muller, à l'origine de #balancetonporc, poursuivie pour diffamation 20minutes.fr/culture/220426… via ",0,,Twitter,sexism,1
